"","codcomp","depto","secc","seg","zona","codloc","nomdepto","nomloc","nombarrioi","ccz","v_tot","v_tot_oc","v_tot_des","v_par","v_par_oc","v_par_des","v_col","v_col_oc","v_col_des","p_tot","p_tot_fem","p_tot_masc","p_part","p_part_fem","p_part_masc","p_col","p_col_fem","p_col_masc"
"1","0113051054","01","13","051","054","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",5,5,0,5,5,0,0,0,0,15,7,8,13,6,7,0,0,0
"2","1602203400","16","02","203","400","16621","SAN JOSE","RODRIGUEZ","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","1001076851","10","01","076","851","10020","MALDONADO","MALDONADO","N/A","N/A",27,21,6,25,19,6,2,2,0,59,33,26,59,33,26,0,0,0
"4","0113033030","01","13","033","030","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","0108012004","01","08","012","004","01020","MONTEVIDEO","MONTEVIDEO","AGUADA","01",1,1,0,1,1,0,0,0,0,2,1,1,2,1,1,0,0,0
"6","0118115016","01","18","115","016","01020","MONTEVIDEO","MONTEVIDEO","POCITOS","05",9,6,3,9,6,3,0,0,0,13,5,8,13,5,8,0,0,0
"7","0113235404","01","13","235","404","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","0113235407","01","13","235","407","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","0115305009","01","15","305","009","01020","MONTEVIDEO","MONTEVIDEO","CORDON","02",153,126,27,153,126,27,0,0,0,238,130,108,231,127,104,0,0,0
"10","0113012401","01","13","012","401","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","1206001008","12","06","001","008","12827","RIO NEGRO","VILLA MARIA","N/A","N/A",2,2,0,2,2,0,0,0,0,5,2,3,5,2,3,0,0,0
"12","1701008001","17","01","008","001","17220","SORIANO","MERCEDES","N/A","N/A",31,27,4,31,27,4,0,0,0,56,29,27,55,29,26,0,0,0
"13","0113012014","01","13","012","014","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",36,36,0,36,36,0,0,0,0,95,47,48,86,43,43,0,0,0
"14","0113012606","01","13","012","606","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",18,17,1,18,17,1,0,0,0,67,29,38,41,23,18,0,0,0
"15","0113012853","01","13","012","853","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",57,56,1,57,56,1,0,0,0,149,83,66,131,73,58,0,0,0
"16","0113044015","01","13","044","015","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",41,39,2,41,39,2,0,0,0,103,46,57,98,45,53,0,0,0
"17","0113046007","01","13","046","007","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",24,22,2,24,22,2,0,0,0,63,36,27,60,34,26,0,0,0
"18","0113049016","01","13","049","016","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",10,10,0,10,10,0,0,0,0,21,13,8,21,13,8,0,0,0
"19","0113051402","01","13","051","402","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","0113213850","01","13","213","850","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",27,27,0,27,27,0,0,0,0,97,49,48,86,43,43,0,0,0
"21","0113152142","01","13","152","142","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",119,118,1,119,118,1,0,0,0,341,175,166,299,158,141,0,0,0
"22","0199024850","01","99","024","850","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",5,5,0,5,5,0,0,0,0,5,2,3,4,1,3,0,0,0
"23","0199001601","01","99","001","601","01900","MONTEVIDEO","RURAL","BAÑADOS DE CARRASCO","09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","0199026013","01","99","026","013","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",14,14,0,14,14,0,0,0,0,30,18,12,29,18,11,0,0,0
"25","0116009031","01","16","009","031","01020","MONTEVIDEO","MONTEVIDEO","NUEVO PARIS","18",6,6,0,6,6,0,0,0,0,20,10,10,20,10,10,0,0,0
"26","0113213503","01","13","213","503","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","0113239012","01","13","239","012","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",85,81,4,85,81,4,0,0,0,225,117,108,198,108,90,0,0,0
"28","1510302006","15","10","302","006","15900","SALTO","RURAL","N/A","N/A",31,17,14,31,17,14,0,0,0,50,22,28,50,22,28,0,0,0
"29","0199166020","01","99","166","020","01020","MONTEVIDEO","MONTEVIDEO","LAS CANTERAS","09",28,28,0,28,28,0,0,0,0,39,17,22,35,14,21,0,0,0
"30","0113236082","01","13","236","082","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",159,159,0,159,159,0,0,0,0,343,166,177,320,157,163,0,0,0
"31","0113236093","01","13","236","093","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",71,70,1,71,70,1,0,0,0,170,92,78,145,76,69,0,0,0
"32","0113236407","01","13","236","407","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","0113236850","01","13","236","850","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",65,63,2,65,63,2,0,0,0,146,72,74,140,71,69,0,0,0
"34","1505104001","15","05","104","001","15900","SALTO","RURAL","N/A","N/A",31,29,2,20,18,2,11,11,0,40,15,25,40,15,25,0,0,0
"35","1701008006","17","01","008","006","17220","SORIANO","MERCEDES","N/A","N/A",21,18,3,21,18,3,0,0,0,42,22,20,42,22,20,0,0,0
"36","0337583045","03","37","583","045","03953","CANELONES","LOMAS DE SOLYMAR","N/A","N/A",17,14,3,17,14,3,0,0,0,39,20,19,39,20,19,0,0,0
"37","0901221802","09","01","221","802","09220","LAVALLEJA","MINAS","N/A","N/A",20,19,1,20,19,1,0,0,0,50,27,23,49,27,22,0,0,0
"38","0113236102","01","13","236","102","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","0113236411","01","13","236","411","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","0113236412","01","13","236","412","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","0113236409","01","13","236","409","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","0117006854","01","17","006","854","01020","MONTEVIDEO","MONTEVIDEO","CASAVALLE","10",13,13,0,13,13,0,0,0,0,9,5,4,9,5,4,0,0,0
"43","0113242036","01","13","242","036","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",20,20,0,20,20,0,0,0,0,38,24,14,33,19,14,0,0,0
"44","0113242606","01","13","242","606","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",9,9,0,9,9,0,0,0,0,23,12,11,23,12,11,0,0,0
"45","0113252006","01","13","252","006","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",54,52,2,54,52,2,0,0,0,170,82,88,158,78,80,0,0,0
"46","1102102029","11","02","102","029","11951","PAYSANDU","CHACRAS DE PAYSANDU","N/A","N/A",2,2,0,2,2,0,0,0,0,4,2,2,4,2,2,0,0,0
"47","0113136851","01","13","136","851","01900","MONTEVIDEO","RURAL","LA PALOMA, TOMKINSON","17",10,10,0,10,10,0,0,0,0,31,15,16,19,8,11,0,0,0
"48","0117341851","01","17","341","851","01020","MONTEVIDEO","MONTEVIDEO","MANGA, TOLEDO CHICO","10",61,52,9,61,52,9,0,0,0,157,81,76,132,70,62,0,0,0
"49","1502012007","15","02","012","007","15120","SALTO","SALTO","N/A","N/A",32,31,1,32,31,1,0,0,0,90,51,39,84,47,37,0,0,0
"50","1701004011","17","01","004","011","17220","SORIANO","MERCEDES","N/A","N/A",27,24,3,26,23,3,1,1,0,53,27,26,49,27,22,3,0,3
"51","0113010600","01","13","010","600","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","0113017850","01","13","017","850","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",8,7,1,8,7,1,0,0,0,1,1,0,0,0,0,0,0,0
"53","0112212006","01","12","212","006","01020","MONTEVIDEO","MONTEVIDEO","ATAHUALPA","03",73,65,8,73,65,8,0,0,0,127,72,55,125,70,55,0,0,0
"54","1303108006","13","03","108","006","13900","RIVERA","RURAL","N/A","N/A",15,5,10,15,5,10,0,0,0,11,5,6,11,5,6,0,0,0
"55","1503214858","15","03","214","858","15120","SALTO","SALTO","N/A","N/A",56,48,8,55,48,7,1,0,1,88,43,45,88,43,45,0,0,0
"56","0121225014","01","21","225","014","01020","MONTEVIDEO","MONTEVIDEO","SAYAGO","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","0113019008","01","13","019","008","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",38,33,5,38,33,5,0,0,0,96,46,50,94,46,48,0,0,0
"58","0114208009","01","14","208","009","01020","MONTEVIDEO","MONTEVIDEO","PRADO, NUEVA SAVONA","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","0112204010","01","12","204","010","01020","MONTEVIDEO","MONTEVIDEO","BRAZO ORIENTAL","03",71,59,12,71,59,12,0,0,0,134,67,67,133,67,66,0,0,0
"60","1701136021","17","01","136","021","17220","SORIANO","MERCEDES","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","1501139615","15","01","139","615","15120","SALTO","SALTO","N/A","N/A",17,14,3,17,14,3,0,0,0,51,26,25,51,26,25,0,0,0
"62","0109039005","01","09","039","005","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","0112031005","01","12","031","005","01020","MONTEVIDEO","MONTEVIDEO","LA FIGURITA","03",35,34,1,35,34,1,0,0,0,79,35,44,72,34,38,0,0,0
"64","0112228010","01","12","228","010","01020","MONTEVIDEO","MONTEVIDEO","REDUCTO","03",49,43,6,48,42,6,1,1,0,118,59,59,103,54,49,5,1,4
"65","0109039800","01","09","039","800","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",21,21,0,21,21,0,0,0,0,40,17,23,39,17,22,0,0,0
"66","1503114617","15","03","114","617","15120","SALTO","SALTO","N/A","N/A",14,14,0,14,14,0,0,0,0,49,26,23,45,24,21,0,0,0
"67","1001105071","10","01","105","071","10021","MALDONADO","PUNTA DEL ESTE","N/A","N/A",54,11,43,53,11,42,1,0,1,20,11,9,18,10,8,0,0,0
"68","0109043850","01","09","043","850","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",10,10,0,10,10,0,0,0,0,24,15,9,22,14,8,0,0,0
"69","0113041850","01","13","041","850","01900","MONTEVIDEO","RURAL","CASABO, PAJAS BLANCAS","17",12,11,1,12,11,1,0,0,0,40,18,22,39,18,21,0,0,0
"70","0111135816","01","11","135","816","01020","MONTEVIDEO","MONTEVIDEO","PIEDRAS BLANCAS","09",21,21,0,21,21,0,0,0,0,64,32,32,61,31,30,0,0,0
"71","1410310860","14","10","310","860","14722","ROCHA","LA PALOMA","N/A","N/A",22,8,14,22,8,14,0,0,0,16,8,8,16,8,8,0,0,0
"72","1906302042","19","06","302","042","19790","TREINTA Y TRES","CERRO CHATO","N/A","N/A",12,11,1,12,11,1,0,0,0,30,15,15,29,14,15,0,0,0
"73","1405119802","14","05","119","802","14962","ROCHA","PUNTA DEL DIABLO","N/A","N/A",8,1,7,4,1,3,4,0,4,3,1,2,3,1,2,0,0,0
"74","1405005002","14","05","005","002","14721","ROCHA","18 DE JULIO","N/A","N/A",10,9,1,10,9,1,0,0,0,17,9,8,17,9,8,0,0,0
"75","0109042003","01","09","042","003","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",43,39,4,43,39,4,0,0,0,86,45,41,83,43,40,0,0,0
"76","0305112800","03","05","112","800","03321","CANELONES","LA PAZ","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","0109043004","01","09","043","004","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",30,23,7,30,23,7,0,0,0,75,37,38,73,36,37,0,0,0
"78","0109050009","01","09","050","009","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",11,10,1,11,10,1,0,0,0,25,12,13,25,12,13,0,0,0
"79","0401232850","04","01","232","850","04020","CERRO LARGO","MELO","N/A","N/A",18,15,3,18,15,3,0,0,0,42,20,22,41,19,22,0,0,0
"80","0199047505","01","99","047","505","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","0117006017","01","17","006","017","01020","MONTEVIDEO","MONTEVIDEO","CASAVALLE","11",45,45,0,45,45,0,0,0,0,136,62,74,126,59,67,0,0,0
"82","0113051040","01","13","051","040","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",28,26,2,28,26,2,0,0,0,80,39,41,68,36,32,0,0,0
"83","0111235009","01","11","235","009","01020","MONTEVIDEO","MONTEVIDEO","PIEDRAS BLANCAS","09",2,2,0,2,2,0,0,0,0,16,7,9,7,4,3,0,0,0
"84","1506205600","15","06","205","600","15824","SALTO","CAYETANO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","0109048603","01","09","048","603","01900","MONTEVIDEO","RURAL","LEZICA, MELILLA","12",1,1,0,1,1,0,0,0,0,14,4,10,4,2,2,0,0,0
"86","0199125003","01","99","125","003","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",61,58,3,61,58,3,0,0,0,132,69,63,128,68,60,0,0,0
"87","0113020007","01","13","020","007","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",10,8,2,10,8,2,0,0,0,18,10,8,17,9,8,0,0,0
"88","0121208013","01","21","208","013","01020","MONTEVIDEO","MONTEVIDEO","PEÑAROL, LAVALLEJA","13",46,41,5,46,41,5,0,0,0,131,71,60,117,65,52,0,0,0
"89","0113139603","01","13","139","603","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",18,18,0,18,18,0,0,0,0,31,13,18,25,11,14,0,0,0
"90","0199251011","01","99","251","011","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",60,59,1,60,59,1,0,0,0,179,88,91,159,76,83,0,0,0
"91","0116018009","01","16","018","009","01020","MONTEVIDEO","MONTEVIDEO","TRES OMBUES, VICTORIA","14",24,24,0,24,24,0,0,0,0,53,34,19,41,24,17,0,0,0
"92","0199266031","01","99","266","031","01020","MONTEVIDEO","MONTEVIDEO","LAS CANTERAS","09",38,38,0,38,38,0,0,0,0,163,84,79,91,50,41,0,0,0
"93","0111097853","01","11","097","853","01020","MONTEVIDEO","MONTEVIDEO","VILLA GARCIA, MANGA RUR.","09",2,2,0,2,2,0,0,0,0,5,4,1,5,4,1,0,0,0
"94","0113020002","01","13","020","002","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",38,33,5,38,33,5,0,0,0,87,46,41,82,43,39,0,0,0
"95","0121209016","01","21","209","016","01020","MONTEVIDEO","MONTEVIDEO","PEÑAROL, LAVALLEJA","13",45,40,5,45,40,5,0,0,0,95,48,47,95,48,47,0,0,0
"96","0116019005","01","16","019","005","01020","MONTEVIDEO","MONTEVIDEO","TRES OMBUES, VICTORIA","14",41,33,8,40,33,7,1,0,1,101,52,49,97,50,47,0,0,0
"97","1902207854","19","02","207","854","19722","TREINTA Y TRES","GRAL. ENRIQUE MARTINEZ","N/A","N/A",17,12,5,17,12,5,0,0,0,44,23,21,44,23,21,0,0,0
"98","1902207851","19","02","207","851","19722","TREINTA Y TRES","GRAL. ENRIQUE MARTINEZ","N/A","N/A",14,10,4,14,10,4,0,0,0,40,19,21,40,19,21,0,0,0
"99","1902101404","19","02","101","404","19722","TREINTA Y TRES","GRAL. ENRIQUE MARTINEZ","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","0111230004","01","11","230","004","01020","MONTEVIDEO","MONTEVIDEO","FLOR DE MAROÑAS","09",16,14,2,16,14,2,0,0,0,31,17,14,29,17,12,0,0,0
"101","0111013009","01","11","013","009","01020","MONTEVIDEO","MONTEVIDEO","ITUZAINGO","09",45,42,3,45,42,3,0,0,0,114,60,54,109,58,51,0,0,0
"102","0114107001","01","14","107","001","01020","MONTEVIDEO","MONTEVIDEO","PRADO, NUEVA SAVONA","16",83,79,4,83,79,4,0,0,0,195,105,90,188,98,90,0,0,0
"103","0110075411","01","10","075","411","01020","MONTEVIDEO","MONTEVIDEO","CARRASCO","08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","1906302405","19","06","302","405","19790","TREINTA Y TRES","CERRO CHATO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","1212003004","12","12","003","004","12900","RIO NEGRO","RURAL","N/A","N/A",12,7,5,12,7,5,0,0,0,13,6,7,13,6,7,0,0,0
"106","1909102013","19","09","102","013","19522","TREINTA Y TRES","VERGARA","N/A","N/A",11,9,2,11,9,2,0,0,0,18,10,8,18,10,8,0,0,0
"107","1909204030","19","09","204","030","19522","TREINTA Y TRES","VERGARA","N/A","N/A",16,5,11,16,5,11,0,0,0,12,8,4,8,5,3,0,0,0
"108","1909203012","19","09","203","012","19522","TREINTA Y TRES","VERGARA","N/A","N/A",5,3,2,5,3,2,0,0,0,5,3,2,5,3,2,0,0,0
"109","0110072009","01","10","072","009","01020","MONTEVIDEO","MONTEVIDEO","CARRASCO","08",7,6,1,7,6,1,0,0,0,15,7,8,14,7,7,0,0,0
"110","0113139013","01","13","139","013","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","18",24,24,0,24,24,0,0,0,0,96,48,48,60,36,24,0,0,0
"111","0113242168","01","13","242","168","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",25,25,0,25,25,0,0,0,0,82,41,41,64,34,30,0,0,0
"112","0110072423","01","10","072","423","01020","MONTEVIDEO","MONTEVIDEO","CARRASCO","08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","0110128060","01","10","128","060","01020","MONTEVIDEO","MONTEVIDEO","MALVIN NORTE","06",12,12,0,12,12,0,0,0,0,20,9,11,20,9,11,0,0,0
"114","0113242852","01","13","242","852","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",23,23,0,23,23,0,0,0,0,60,26,34,54,23,31,0,0,0
"115","1902206850","19","02","206","850","19966","TREINTA Y TRES","ARROCERA LAS PALMAS","N/A","N/A",13,0,13,12,0,12,1,0,1,0,0,0,0,0,0,0,0,0
"116","0108008006","01","08","008","006","01020","MONTEVIDEO","MONTEVIDEO","AGUADA","16",246,219,27,245,218,27,1,1,0,521,264,257,510,259,251,4,1,3
"117","1907001018","19","07","001","018","19941","TREINTA Y TRES","MARIA ALBINA","N/A","N/A",4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"118","0103101011","01","03","101","011","01020","MONTEVIDEO","MONTEVIDEO","CIUDAD VIEJA","01",82,71,11,75,65,10,7,6,1,240,113,127,129,71,58,98,37,61
"119","1909103413","19","09","103","413","19522","TREINTA Y TRES","VERGARA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","1909103405","19","09","103","405","19522","TREINTA Y TRES","VERGARA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","0199205007","01","99","205","007","01020","MONTEVIDEO","MONTEVIDEO","BAÑADOS DE CARRASCO","09",16,15,1,16,15,1,0,0,0,51,29,22,49,27,22,0,0,0
"122","0305001005","03","05","001","005","03321","CANELONES","LA PAZ","N/A","N/A",21,19,2,21,19,2,0,0,0,37,20,17,37,20,17,0,0,0
"123","0117005609","01","17","005","609","01020","MONTEVIDEO","MONTEVIDEO","MANGA","11",24,24,0,24,24,0,0,0,0,66,33,33,57,27,30,0,0,0
"124","0111289411","01","11","289","411","01020","MONTEVIDEO","MONTEVIDEO","MANGA, TOLEDO CHICO","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","0113014011","01","13","014","011","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",25,23,2,25,23,2,0,0,0,76,38,38,71,35,36,0,0,0
"126","1909202041","19","09","202","041","19522","TREINTA Y TRES","VERGARA","N/A","N/A",8,5,3,8,5,3,0,0,0,11,6,5,11,6,5,0,0,0
"127","0116231602","01","16","231","602","01020","MONTEVIDEO","MONTEVIDEO","PASO DE LA ARENA","18",68,67,1,68,67,1,0,0,0,215,106,109,200,102,98,0,0,0
"128","0116110038","01","16","110","038","01020","MONTEVIDEO","MONTEVIDEO","TRES OMBUES, VICTORIA","14",18,18,0,18,18,0,0,0,0,48,27,21,45,25,20,0,0,0
"129","0601009015","06","01","009","015","06020","DURAZNO","DURAZNO","N/A","N/A",18,16,2,18,16,2,0,0,0,41,24,17,38,22,16,0,0,0
"130","0608101042","06","08","101","042","06790","DURAZNO","CERRO CHATO","N/A","N/A",1,1,0,1,1,0,0,0,0,4,1,3,4,1,3,0,0,0
"131","0110060014","01","10","060","014","01020","MONTEVIDEO","MONTEVIDEO","PUNTA GORDA","08",34,32,2,34,32,2,0,0,0,89,37,52,83,36,47,0,0,0
"132","1907102408","19","07","102","408","19723","TREINTA Y TRES","VILLA SARA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","0608101041","06","08","101","041","06790","DURAZNO","CERRO CHATO","N/A","N/A",6,4,2,6,4,2,0,0,0,9,4,5,9,4,5,0,0,0
"134","0124120006","01","24","120","006","01020","MONTEVIDEO","MONTEVIDEO","BUCEO","05",72,64,8,72,64,8,0,0,0,146,80,66,142,78,64,0,0,0
"135","0117130404","01","17","130","404","01020","MONTEVIDEO","MONTEVIDEO","CASAVALLE","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","1005012701","10","05","012","701","10926","MALDONADO","BELLA VISTA","N/A","N/A",9,1,8,9,1,8,0,0,0,1,0,1,1,0,1,0,0,0
"137","1503010001","15","03","010","001","15821","SALTO","ALBISU","N/A","N/A",7,7,0,7,7,0,0,0,0,29,16,13,29,16,13,0,0,0
"138","0117218007","01","17","218","007","01020","MONTEVIDEO","MONTEVIDEO","CASTRO, P. CASTELLANOS","11",40,36,4,40,36,4,0,0,0,108,52,56,97,47,50,0,0,0
"139","0117115005","01","17","115","005","01020","MONTEVIDEO","MONTEVIDEO","CASTRO, P. CASTELLANOS","11",85,76,9,85,76,9,0,0,0,217,121,96,203,113,90,0,0,0
"140","1810007008","18","10","007","008","18321","TACUAREMBO","PASO DE LOS TOROS","N/A","N/A",39,26,13,39,26,13,0,0,0,72,36,36,53,30,23,0,0,0
"141","1810005009","18","10","005","009","18321","TACUAREMBO","PASO DE LOS TOROS","N/A","N/A",19,13,6,19,13,6,0,0,0,28,12,16,28,12,16,0,0,0
"142","1003024011","10","03","024","011","10958","MALDONADO","PUNTA COLORADA","N/A","N/A",28,2,26,28,2,26,0,0,0,3,1,2,3,1,2,0,0,0
"143","0305212403","03","05","212","403","03321","CANELONES","LA PAZ","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","0199071851","01","99","071","851","01020","MONTEVIDEO","MONTEVIDEO","VILLA GARCIA, MANGA RUR.","09",67,62,5,67,62,5,0,0,0,161,88,73,129,72,57,0,0,0
"145","0117001014","01","17","001","014","01020","MONTEVIDEO","MONTEVIDEO","MANGA","10",97,87,10,97,87,10,0,0,0,243,126,117,216,113,103,0,0,0
"146","0117128856","01","17","128","856","01020","MONTEVIDEO","MONTEVIDEO","CASAVALLE","11",18,18,0,18,18,0,0,0,0,50,26,24,40,24,16,0,0,0
"147","1004001005","10","04","001","005","10935","MALDONADO","EL EDEN","N/A","N/A",7,2,5,7,2,5,0,0,0,8,4,4,8,4,4,0,0,0
"148","0301013014","03","01","013","014","03320","CANELONES","CANELONES","N/A","N/A",5,5,0,5,5,0,0,0,0,9,6,3,9,6,3,0,0,0
"149","1810214855","18","10","214","855","18321","TACUAREMBO","PASO DE LOS TOROS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","1801011404","18","01","011","404","18020","TACUAREMBO","TACUAREMBO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","1806001802","18","06","001","802","18020","TACUAREMBO","TACUAREMBO","N/A","N/A",22,22,0,22,22,0,0,0,0,69,40,29,67,38,29,0,0,0
"152","0122114005","01","22","114","005","01020","MONTEVIDEO","MONTEVIDEO","CERRITO","11",41,36,5,41,36,5,0,0,0,88,43,45,88,43,45,0,0,0
"153","0124221012","01","24","221","012","01020","MONTEVIDEO","MONTEVIDEO","PQUE. BATLLE, V. DOLORES","04",59,54,5,59,54,5,0,0,0,117,64,53,114,62,52,0,0,0
"154","1606609406","16","06","609","406","16421","SAN JOSE","LIBERTAD","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","1801126410","18","01","126","410","18020","TACUAREMBO","TACUAREMBO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","1502024404","15","02","024","404","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","1810114408","18","10","114","408","18321","TACUAREMBO","PASO DE LOS TOROS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","0124027002","01","24","027","002","01020","MONTEVIDEO","MONTEVIDEO","PQUE. BATLLE, V. DOLORES","04",77,69,8,76,68,8,1,1,0,116,66,50,106,57,49,6,6,0
"159","0199049003","01","99","049","003","01020","MONTEVIDEO","MONTEVIDEO","MAROÑAS, PARQUE GUARANI","09",49,46,3,49,46,3,0,0,0,112,53,59,110,51,59,0,0,0
"160","1002308051","10","02","308","051","10321","MALDONADO","SAN CARLOS","N/A","N/A",36,34,2,36,34,2,0,0,0,80,37,43,76,35,41,0,0,0
