"","codcomp","depto","secc","seg","zona","codloc","nomdepto","nomloc","nombarrioi","ccz","v_tot","v_tot_oc","v_tot_des","v_par","v_par_oc","v_par_des","v_col","v_col_oc","v_col_des","p_tot","p_tot_fem","p_tot_masc","p_part","p_part_fem","p_part_masc","p_col","p_col_fem","p_col_masc"
"42533","1405820851","14","05","820","851","14962","ROCHA","PUNTA DEL DIABLO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42534","1112234016","11","12","234","016","11951","PAYSANDU","CHACRAS DE PAYSANDU","N/A","N/A",7,6,1,7,6,1,0,0,0,8,3,5,8,3,5,0,0,0
"42535","1501139003","15","01","139","003","15120","SALTO","SALTO","N/A","N/A",44,41,3,43,41,2,1,0,1,116,59,57,106,52,54,0,0,0
"42536","0403407068","04","03","407","068","04522","CERRO LARGO","RIO BRANCO","N/A","N/A",9,7,2,9,7,2,0,0,0,17,8,9,17,8,9,0,0,0
"42537","0801026410","08","01","026","410","08220","FLORIDA","FLORIDA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42538","0512101860","05","12","101","860","05522","COLONIA","TARARIRAS","N/A","N/A",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"42539","0512008852","05","12","008","852","05522","COLONIA","TARARIRAS","N/A","N/A",10,10,0,10,10,0,0,0,0,26,13,13,24,12,12,0,0,0
"42540","0304029038","03","04","029","038","03221","CANELONES","LAS PIEDRAS","N/A","N/A",21,19,2,21,19,2,0,0,0,57,31,26,56,30,26,0,0,0
"42541","0701020006","07","01","020","006","07320","FLORES","TRINIDAD","N/A","N/A",17,16,1,16,15,1,1,1,0,34,17,17,27,13,14,1,0,1
"42542","0601012003","06","01","012","003","06020","DURAZNO","DURAZNO","N/A","N/A",31,26,5,31,26,5,0,0,0,57,33,24,54,32,22,0,0,0
"42543","0337229407","03","37","229","407","03727","CANELONES","PARQUE CARRASCO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42544","1901204031","19","01","204","031","19220","TREINTA Y TRES","TREINTA Y TRES","N/A","N/A",49,44,5,49,44,5,0,0,0,95,47,48,86,45,41,0,0,0
"42545","0801024606","08","01","024","606","08220","FLORIDA","FLORIDA","N/A","N/A",19,16,3,19,16,3,0,0,0,56,32,24,48,28,20,0,0,0
"42546","1410709606","14","10","709","606","14966","ROCHA","OCEANIA DEL POLONIO","N/A","N/A",3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"42547","1102101002","11","02","101","002","11951","PAYSANDU","CHACRAS DE PAYSANDU","N/A","N/A",4,3,1,4,3,1,0,0,0,6,2,4,6,2,4,0,0,0
"42548","0512509084","05","12","509","084","05979","COLONIA","SANTA ANA","N/A","N/A",15,6,9,15,6,9,0,0,0,11,5,6,11,5,6,0,0,0
"42549","1902003001","19","02","003","001","19942","TREINTA Y TRES","MENDIZABAL (EL ORO)","N/A","N/A",1,1,0,1,1,0,0,0,0,2,1,1,2,1,1,0,0,0
"42550","0311001004","03","11","001","004","03422","CANELONES","SAN RAMON","N/A","N/A",28,15,13,25,14,11,3,1,2,46,26,20,25,13,12,19,12,7
"42551","0304338047","03","04","338","047","03343","CANELONES","18 DE MAYO","N/A","N/A",31,27,4,31,27,4,0,0,0,80,45,35,79,45,34,0,0,0
"42552","0410205854","04","10","205","854","04923","CERRO LARGO","ARBOLITO","N/A","N/A",2,2,0,2,2,0,0,0,0,2,1,1,2,1,1,0,0,0
"42553","1306202001","13","06","202","001","13824","RIVERA","CERRO PELADO","N/A","N/A",9,8,1,9,8,1,0,0,0,18,11,7,18,11,7,0,0,0
"42554","1410309859","14","10","309","859","14928","ROCHA","CABO POLONIO","N/A","N/A",7,4,3,7,4,3,0,0,0,10,6,4,10,6,4,0,0,0
"42555","1001131036","10","01","131","036","10022","MALDONADO","PUNTA BALLENA","N/A","N/A",5,1,4,5,1,4,0,0,0,1,0,1,1,0,1,0,0,0
"42556","0507302850","05","07","302","850","05836","COLONIA","MONTES DEL PLATA","N/A","N/A",5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"42557","1001530617","10","01","530","617","10020","MALDONADO","MALDONADO","N/A","N/A",8,8,0,8,8,0,0,0,0,19,11,8,18,10,8,0,0,0
"42558","1410309851","14","10","309","851","14928","ROCHA","CABO POLONIO","N/A","N/A",70,4,66,69,3,66,1,1,0,4,1,3,4,1,3,0,0,0
"42559","0412201851","04","12","201","851","04930","CERRO LARGO","CASERIO LAS CAÑAS","N/A","N/A",5,5,0,5,5,0,0,0,0,7,3,4,7,3,4,0,0,0
"42560","0801233875","08","01","233","875","08220","FLORIDA","FLORIDA","N/A","N/A",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"42561","1112230851","11","12","230","851","11522","PAYSANDU","NUEVO PAYSANDU","N/A","N/A",40,38,2,40,38,2,0,0,0,60,30,30,60,30,30,0,0,0
"42562","1909201046","19","09","201","046","19522","TREINTA Y TRES","VERGARA","N/A","N/A",9,8,1,9,8,1,0,0,0,17,7,10,17,7,10,0,0,0
"42563","1410103011","14","10","103","011","14942","ROCHA","LA PEDRERA","N/A","N/A",9,3,6,9,3,6,0,0,0,4,1,3,3,0,3,0,0,0
"42564","1410203029","14","10","203","029","14942","ROCHA","LA PEDRERA","N/A","N/A",16,0,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"42565","1101004011","11","01","004","011","11120","PAYSANDU","PAYSANDU","N/A","N/A",31,29,2,30,29,1,1,0,1,66,40,26,61,39,22,0,0,0
"42566","1301003018","13","01","003","018","13020","RIVERA","RIVERA","N/A","N/A",25,24,1,25,24,1,0,0,0,64,38,26,53,33,20,0,0,0
"42567","1501210864","15","01","210","864","15120","SALTO","SALTO","N/A","N/A",28,26,2,28,26,2,0,0,0,66,38,28,66,38,28,0,0,0
"42568","0612102004","06","12","102","004","06721","DURAZNO","CARLOS REYLES","N/A","N/A",16,14,2,16,14,2,0,0,0,46,24,22,45,24,21,0,0,0
"42569","0613101852","06","13","101","852","06621","DURAZNO","BLANQUILLO","N/A","N/A",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"42570","1301003022","13","01","003","022","13020","RIVERA","RIVERA","N/A","N/A",27,19,8,27,19,8,0,0,0,44,22,22,37,20,17,0,0,0
"42571","1909101053","19","09","101","053","19522","TREINTA Y TRES","VERGARA","N/A","N/A",7,4,3,7,4,3,0,0,0,9,5,4,6,3,3,0,0,0
"42572","1909204027","19","09","204","027","19522","TREINTA Y TRES","VERGARA","N/A","N/A",5,4,1,5,4,1,0,0,0,12,5,7,11,4,7,0,0,0
"42573","1001254045","10","01","254","045","10021","MALDONADO","PUNTA DEL ESTE","N/A","N/A",7,3,4,6,3,3,1,0,1,8,2,6,7,2,5,0,0,0
"42574","0701125015","07","01","125","015","07320","FLORES","TRINIDAD","N/A","N/A",21,18,3,21,18,3,0,0,0,47,21,26,41,19,22,0,0,0
"42575","1405118611","14","05","118","611","14957","ROCHA","PUIMAYEN","N/A","N/A",18,3,15,18,3,15,0,0,0,10,5,5,10,5,5,0,0,0
"42576","0901213019","09","01","213","019","09220","LAVALLEJA","MINAS","N/A","N/A",45,41,4,45,41,4,0,0,0,97,51,46,92,48,44,0,0,0
"42577","1101124602","11","01","124","602","11120","PAYSANDU","PAYSANDU","N/A","N/A",4,4,0,4,4,0,0,0,0,9,4,5,7,4,3,0,0,0
"42578","0805303405","08","05","303","405","08220","FLORIDA","FLORIDA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42579","1301021005","13","01","021","005","13020","RIVERA","RIVERA","N/A","N/A",35,33,2,35,33,2,0,0,0,88,49,39,83,48,35,0,0,0
"42580","0401240615","04","01","240","615","04989","CERRO LARGO","ÑANGAPIRE","N/A","N/A",11,2,9,11,2,9,0,0,0,4,2,2,4,2,2,0,0,0
"42581","1405219826","14","05","219","826","14962","ROCHA","PUNTA DEL DIABLO","N/A","N/A",17,1,16,16,1,15,1,0,1,2,1,1,2,1,1,0,0,0
"42582","0409208404","04","09","208","404","04924","CERRO LARGO","AREVALO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42583","1702101029","17","02","101","029","17623","SORIANO","VILLA SORIANO","N/A","N/A",6,1,5,6,1,5,0,0,0,1,0,1,1,0,1,0,0,0
"42584","0601006012","06","01","006","012","06020","DURAZNO","DURAZNO","N/A","N/A",35,31,4,35,31,4,0,0,0,58,34,24,58,34,24,0,0,0
"42585","1410215607","14","10","215","607","14960","ROCHA","PTA. RUBIA Y STA. ISABEL DE LA PEDRERA","N/A","N/A",3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"42586","1410215608","14","10","215","608","14960","ROCHA","PTA. RUBIA Y STA. ISABEL DE LA PEDRERA","N/A","N/A",3,2,1,3,2,1,0,0,0,4,2,2,4,2,2,0,0,0
"42587","0901115040","09","01","115","040","09220","LAVALLEJA","MINAS","N/A","N/A",21,14,7,21,14,7,0,0,0,37,14,23,31,14,17,0,0,0
"42588","0701009003","07","01","009","003","07320","FLORES","TRINIDAD","N/A","N/A",19,18,1,19,18,1,0,0,0,42,20,22,40,20,20,0,0,0
"42589","0601126811","06","01","126","811","06020","DURAZNO","DURAZNO","N/A","N/A",7,7,0,7,7,0,0,0,0,35,16,19,17,7,10,0,0,0
"42590","0503003017","05","03","003","017","05422","COLONIA","ROSARIO","N/A","N/A",26,22,4,26,22,4,0,0,0,45,22,23,42,22,20,0,0,0
"42591","1001066802","10","01","066","802","10020","MALDONADO","MALDONADO","N/A","N/A",24,20,4,24,20,4,0,0,0,56,22,34,56,22,34,0,0,0
"42592","1301014406","13","01","014","406","13020","RIVERA","RIVERA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42593","1703010852","17","03","010","852","17321","SORIANO","DOLORES","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42594","1112009802","11","12","009","802","11120","PAYSANDU","PAYSANDU","N/A","N/A",7,5,2,7,5,2,0,0,0,16,9,7,14,7,7,0,0,0
"42595","0504013850","05","04","013","850","05959","COLONIA","PLAYA AZUL","N/A","N/A",10,2,8,10,2,8,0,0,0,3,1,2,3,1,2,0,0,0
"42596","1001380855","10","01","380","855","10020","MALDONADO","MALDONADO","N/A","N/A",14,14,0,14,14,0,0,0,0,37,21,16,37,21,16,0,0,0
"42597","1501034013","15","01","034","013","15120","SALTO","SALTO","N/A","N/A",4,1,3,4,1,3,0,0,0,6,3,3,6,3,3,0,0,0
"42598","0601033019","06","01","033","019","06020","DURAZNO","DURAZNO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42599","1112028013","11","12","028","013","11120","PAYSANDU","PAYSANDU","N/A","N/A",20,19,1,20,19,1,0,0,0,46,23,23,46,23,23,0,0,0
"42600","0601021012","06","01","021","012","06020","DURAZNO","DURAZNO","N/A","N/A",29,27,2,29,27,2,0,0,0,98,52,46,83,42,41,0,0,0
"42601","0601021013","06","01","021","013","06020","DURAZNO","DURAZNO","N/A","N/A",29,27,2,29,27,2,0,0,0,71,38,33,66,35,31,0,0,0
"42602","0612202855","06","12","202","855","06721","DURAZNO","CARLOS REYLES","N/A","N/A",11,9,2,11,9,2,0,0,0,25,11,14,23,9,14,0,0,0
"42603","0701013012","07","01","013","012","07320","FLORES","TRINIDAD","N/A","N/A",19,17,2,19,17,2,0,0,0,48,26,22,47,26,21,0,0,0
"42604","1308001334","13","08","001","334","13621","RIVERA","VICHADERO","N/A","N/A",18,18,0,18,18,0,0,0,0,47,23,24,47,23,24,0,0,0
"42605","1001380858","10","01","380","858","10020","MALDONADO","MALDONADO","N/A","N/A",3,2,1,3,2,1,0,0,0,5,3,2,5,3,2,0,0,0
"42606","1001380859","10","01","380","859","10020","MALDONADO","MALDONADO","N/A","N/A",8,8,0,8,8,0,0,0,0,19,7,12,19,7,12,0,0,0
"42607","1502237603","15","02","237","603","15974","SALTO","OSIMANI Y LLERENA","N/A","N/A",10,10,0,10,10,0,0,0,0,40,23,17,40,23,17,0,0,0
"42608","0601017004","06","01","017","004","06020","DURAZNO","DURAZNO","N/A","N/A",27,24,3,27,24,3,0,0,0,71,37,34,69,35,34,0,0,0
"42609","0606001602","06","06","001","602","06621","DURAZNO","BLANQUILLO","N/A","N/A",11,6,5,11,6,5,0,0,0,12,5,7,9,4,5,0,0,0
"42610","1001147002","10","01","147","002","10021","MALDONADO","PUNTA DEL ESTE","N/A","N/A",11,5,6,11,5,6,0,0,0,19,11,8,19,11,8,0,0,0
"42611","0304030802","03","04","030","802","03343","CANELONES","18 DE MAYO","N/A","N/A",5,5,0,5,5,0,0,0,0,13,6,7,13,6,7,0,0,0
"42612","1405410604","14","05","410","604","14962","ROCHA","PUNTA DEL DIABLO","N/A","N/A",15,4,11,15,4,11,0,0,0,8,3,5,8,3,5,0,0,0
"42613","1703010858","17","03","010","858","17321","SORIANO","DOLORES","N/A","N/A",3,2,1,3,2,1,0,0,0,7,4,3,7,4,3,0,0,0
"42614","0207304040","02","07","304","040","02021","ARTIGAS","BELLA UNION","N/A","N/A",2,2,0,2,2,0,0,0,0,6,3,3,6,3,3,0,0,0
"42615","1101226024","11","01","226","024","11120","PAYSANDU","PAYSANDU","N/A","N/A",27,26,1,27,26,1,0,0,0,78,38,40,67,34,33,0,0,0
"42616","1405910862","14","05","910","862","14941","ROCHA","LA ESMERALDA","N/A","N/A",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"42617","1106111002","11","06","111","002","11900","PAYSANDU","RURAL","N/A","N/A",8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0
"42618","1112026206","11","12","026","206","11120","PAYSANDU","PAYSANDU","N/A","N/A",17,17,0,17,17,0,0,0,0,55,29,26,41,19,22,0,0,0
"42619","1001058010","10","01","058","010","10020","MALDONADO","MALDONADO","N/A","N/A",34,20,14,34,20,14,0,0,0,54,28,26,54,28,26,0,0,0
"42620","1501033407","15","01","033","407","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42621","1003110850","10","03","110","850","10523","MALDONADO","PIRIAPOLIS","N/A","N/A",13,9,4,13,9,4,0,0,0,23,15,8,22,14,8,0,0,0
"42622","1003024017","10","03","024","017","10958","MALDONADO","PUNTA COLORADA","N/A","N/A",5,0,5,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0
"42623","0327122011","03","27","122","011","03625","CANELONES","EMPALME OLMOS","N/A","N/A",67,65,2,67,65,2,0,0,0,149,79,70,141,76,65,0,0,0
"42624","0802003008","08","02","003","008","08622","FLORIDA","FRAY MARCOS","N/A","N/A",19,19,0,19,19,0,0,0,0,49,22,27,48,22,26,0,0,0
"42625","1003213015","10","03","213","015","10522","MALDONADO","PAN DE AZUCAR","N/A","N/A",13,12,1,13,12,1,0,0,0,23,10,13,20,10,10,0,0,0
"42626","1003129032","10","03","129","032","10959","MALDONADO","PUNTA NEGRA","N/A","N/A",8,2,6,8,2,6,0,0,0,4,2,2,4,2,2,0,0,0
"42627","1006609004","10","06","609","004","10942","MALDONADO","LA BARRA","N/A","N/A",9,9,0,9,9,0,0,0,0,20,12,8,20,12,8,0,0,0
"42628","1006609002","10","06","609","002","10942","MALDONADO","LA BARRA","N/A","N/A",11,5,6,11,5,6,0,0,0,11,7,4,11,7,4,0,0,0
"42629","0308145851","03","08","145","851","03946","CANELONES","JAUREGUIBERRY","N/A","N/A",14,1,13,14,1,13,0,0,0,2,1,1,2,1,1,0,0,0
"42630","1101006003","11","01","006","003","11120","PAYSANDU","PAYSANDU","N/A","N/A",46,40,6,46,40,6,0,0,0,90,50,40,82,49,33,0,0,0
"42631","1001015424","10","01","015","424","10020","MALDONADO","MALDONADO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42632","1606220027","16","06","220","027","16021","SAN JOSE","CIUDAD DEL PLATA","N/A","N/A",29,27,2,29,27,2,0,0,0,78,46,32,78,46,32,0,0,0
"42633","1005006400","10","05","006","400","10940","MALDONADO","GREGORIO AZNAREZ","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42634","1105213603","11","05","213","603","11960","PAYSANDU","TERMAS DE ALMIRON","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42635","0404002601","04","04","002","601","04952","CERRO LARGO","MANGRULLO","N/A","N/A",1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"42636","1901008027","19","01","008","027","19220","TREINTA Y TRES","TREINTA Y TRES","N/A","N/A",1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
"42637","1003105018","10","03","105","018","10523","MALDONADO","PIRIAPOLIS","N/A","N/A",35,9,26,35,9,26,0,0,0,21,9,12,21,9,12,0,0,0
"42638","1003309016","10","03","309","016","10523","MALDONADO","PIRIAPOLIS","N/A","N/A",4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"42639","1105213604","11","05","213","604","11960","PAYSANDU","TERMAS DE ALMIRON","N/A","N/A",15,3,12,15,3,12,0,0,0,6,4,2,6,4,2,0,0,0
"42640","0901016022","09","01","016","022","09220","LAVALLEJA","MINAS","N/A","N/A",2,1,1,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0
"42641","1003110007","10","03","110","007","10523","MALDONADO","PIRIAPOLIS","N/A","N/A",17,13,4,17,13,4,0,0,0,26,14,12,26,14,12,0,0,0
"42642","1501016403","15","01","016","403","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42643","0601020002","06","01","020","002","06020","DURAZNO","DURAZNO","N/A","N/A",1,1,0,1,1,0,0,0,0,7,3,4,7,3,4,0,0,0
"42644","1112011012","11","12","011","012","11120","PAYSANDU","PAYSANDU","N/A","N/A",37,33,4,37,33,4,0,0,0,101,58,43,97,56,41,0,0,0
"42645","1507203402","15","07","203","402","15971","SALTO","GUAVIYU DE ARAPEY","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42646","1503107401","15","03","107","401","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42647","0403107050","04","03","107","050","04522","CERRO LARGO","RIO BRANCO","N/A","N/A",21,19,2,21,19,2,0,0,0,44,18,26,38,16,22,0,0,0
"42648","0337140047","03","37","140","047","03732","CANELONES","SOLYMAR","N/A","N/A",17,13,4,17,13,4,0,0,0,33,19,14,33,19,14,0,0,0
"42649","0403106070","04","03","106","070","04522","CERRO LARGO","RIO BRANCO","N/A","N/A",12,9,3,12,9,3,0,0,0,23,12,11,23,12,11,0,0,0
"42650","1501012406","15","01","012","406","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42651","1504203801","15","04","203","801","15822","SALTO","BIASSINI","N/A","N/A",13,11,2,13,11,2,0,0,0,34,16,18,34,16,18,0,0,0
"42652","0402201009","04","02","201","009","04827","CERRO LARGO","PLACIDO ROSAS","N/A","N/A",5,4,1,5,4,1,0,0,0,12,9,3,12,9,3,0,0,0
"42653","1112221014","11","12","221","014","11120","PAYSANDU","PAYSANDU","N/A","N/A",36,35,1,36,35,1,0,0,0,99,53,46,95,52,43,0,0,0
"42654","1001227009","10","01","227","009","10020","MALDONADO","MALDONADO","N/A","N/A",50,47,3,50,47,3,0,0,0,138,68,70,132,64,68,0,0,0
"42655","1503214405","15","03","214","405","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42656","1503207008","15","03","207","008","15120","SALTO","SALTO","N/A","N/A",33,27,6,33,27,6,0,0,0,94,50,44,80,43,37,0,0,0
"42657","1503107600","15","03","107","600","15120","SALTO","SALTO","N/A","N/A",37,35,2,37,35,2,0,0,0,95,44,51,88,39,49,0,0,0
"42658","1502232802","15","02","232","802","15120","SALTO","SALTO","N/A","N/A",6,6,0,6,6,0,0,0,0,9,6,3,9,6,3,0,0,0
"42659","0317051009","03","17","051","009","03621","CANELONES","ATLANTIDA","N/A","N/A",38,32,6,38,32,6,0,0,0,60,34,26,57,33,24,0,0,0
"42660","1502232050","15","02","232","050","15120","SALTO","SALTO","N/A","N/A",85,72,13,85,72,13,0,0,0,138,75,63,126,70,56,0,0,0
"42661","0337391021","03","37","391","021","03732","CANELONES","SOLYMAR","N/A","N/A",59,56,3,59,56,3,0,0,0,130,69,61,128,68,60,0,0,0
"42662","1401004005","14","01","004","005","14320","ROCHA","ROCHA","N/A","N/A",28,21,7,27,20,7,1,1,0,66,46,20,49,31,18,14,14,0
"42663","0405201603","04","05","201","603","04721","CERRO LARGO","ISIDORO NOBLIA","N/A","N/A",18,13,5,18,13,5,0,0,0,36,17,19,35,16,19,0,0,0
"42664","0317258018","03","17","258","018","03621","CANELONES","ATLANTIDA","N/A","N/A",19,12,7,19,12,7,0,0,0,26,15,11,26,15,11,0,0,0
"42665","1105103405","11","05","103","405","11521","PAYSANDU","GUICHON","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42666","0601029004","06","01","029","004","06020","DURAZNO","DURAZNO","N/A","N/A",21,21,0,21,21,0,0,0,0,87,46,41,78,42,36,0,0,0
"42667","0601226008","06","01","226","008","06020","DURAZNO","DURAZNO","N/A","N/A",9,8,1,9,8,1,0,0,0,22,11,11,22,11,11,0,0,0
"42668","0601226019","06","01","226","019","06020","DURAZNO","DURAZNO","N/A","N/A",28,26,2,28,26,2,0,0,0,79,42,37,76,40,36,0,0,0
"42669","0114024022","01","14","024","022","01020","MONTEVIDEO","MONTEVIDEO","CAPURRO, BELLA VISTA","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42670","1001107001","10","01","107","001","10021","MALDONADO","PUNTA DEL ESTE","N/A","N/A",60,11,49,60,11,49,0,0,0,18,7,11,16,7,9,0,0,0
"42671","1112016011","11","12","016","011","11120","PAYSANDU","PAYSANDU","N/A","N/A",12,8,4,12,8,4,0,0,0,34,17,17,29,15,14,0,0,0
"42672","1002205402","10","02","205","402","10321","MALDONADO","SAN CARLOS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42673","1505104003","15","05","104","003","15900","SALTO","RURAL","N/A","N/A",21,8,13,5,5,0,16,3,13,9,5,4,9,5,4,0,0,0
"42674","0408001403","04","08","001","403","04621","CERRO LARGO","TUPAMBAE","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42675","0407004805","04","07","004","805","04824","CERRO LARGO","CERRO DE LAS CUENTAS","N/A","N/A",5,4,1,5,4,1,0,0,0,7,3,4,7,3,4,0,0,0
"42676","1112025863","11","12","025","863","11120","PAYSANDU","PAYSANDU","N/A","N/A",38,35,3,38,35,3,0,0,0,85,55,30,81,53,28,0,0,0
"42677","0411204003","04","11","204","003","04983","CERRO LARGO","BARRIO LOPEZ BENITEZ","N/A","N/A",12,12,0,12,12,0,0,0,0,29,15,14,28,15,13,0,0,0
"42678","0201221856","02","01","221","856","02020","ARTIGAS","ARTIGAS","N/A","N/A",9,4,5,9,4,5,0,0,0,18,11,7,16,9,7,0,0,0
"42679","0601226404","06","01","226","404","06020","DURAZNO","DURAZNO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42680","0513101005","05","13","101","005","05622","COLONIA","FLORENCIO SANCHEZ","N/A","N/A",23,22,1,23,22,1,0,0,0,39,24,15,39,24,15,0,0,0
"42681","0404001002","04","04","001","002","04956","CERRO LARGO","NANDO","N/A","N/A",2,2,0,2,2,0,0,0,0,6,2,4,6,2,4,0,0,0
"42682","1105108028","11","05","108","028","11722","PAYSANDU","MERINOS","N/A","N/A",4,4,0,4,4,0,0,0,0,13,6,7,9,4,5,0,0,0
"42683","1005107006","10","05","107","006","10954","MALDONADO","PLAYA HERMOSA","N/A","N/A",15,0,15,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0
"42684","0302009006","03","02","009","006","03323","CANELONES","SANTA LUCIA","N/A","N/A",28,26,2,28,26,2,0,0,0,64,31,33,61,30,31,0,0,0
"42685","0601126805","06","01","126","805","06020","DURAZNO","DURAZNO","N/A","N/A",54,43,11,54,43,11,0,0,0,131,69,62,126,64,62,0,0,0
"42686","0317258003","03","17","258","003","03621","CANELONES","ATLANTIDA","N/A","N/A",27,22,5,27,22,5,0,0,0,44,26,18,43,25,18,0,0,0
"42687","0207305061","02","07","305","061","02021","ARTIGAS","BELLA UNION","N/A","N/A",21,6,15,18,6,12,3,0,3,22,15,7,13,9,4,0,0,0
"42688","0317054005","03","17","054","005","03621","CANELONES","ATLANTIDA","N/A","N/A",30,18,12,30,18,12,0,0,0,35,21,14,35,21,14,0,0,0
"42689","1606202010","16","06","202","010","16421","SAN JOSE","LIBERTAD","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42690","0317158036","03","17","158","036","03621","CANELONES","ATLANTIDA","N/A","N/A",15,15,0,15,15,0,0,0,0,32,16,16,32,16,16,0,0,0
"42691","0317054004","03","17","054","004","03621","CANELONES","ATLANTIDA","N/A","N/A",24,14,10,24,14,10,0,0,0,23,10,13,22,9,13,0,0,0
"42692","0317055019","03","17","055","019","03621","CANELONES","ATLANTIDA","N/A","N/A",16,7,9,16,7,9,0,0,0,16,8,8,16,8,8,0,0,0
"42693","1003024413","10","03","024","413","10958","MALDONADO","PUNTA COLORADA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42694","0603201850","06","03","201","850","06973","DURAZNO","SARANDI DE CUADRA","N/A","N/A",2,1,1,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0
"42695","0317053009","03","17","053","009","03621","CANELONES","ATLANTIDA","N/A","N/A",16,11,5,16,11,5,0,0,0,27,13,14,27,13,14,0,0,0
"42696","0317053003","03","17","053","003","03621","CANELONES","ATLANTIDA","N/A","N/A",23,18,5,23,18,5,0,0,0,26,17,9,26,17,9,0,0,0
"42697","0337031012","03","37","031","012","03523","CANELONES","COLONIA NICOLICH","N/A","N/A",26,21,5,26,21,5,0,0,0,66,31,35,66,31,35,0,0,0
"42698","1006309001","10","06","309","001","10984","MALDONADO","PARQUE MEDINA","N/A","N/A",17,12,5,17,12,5,0,0,0,26,16,10,26,16,10,0,0,0
"42699","1006114812","10","06","114","812","10934","MALDONADO","EL CHORRO","N/A","N/A",20,3,17,20,3,17,0,0,0,10,7,3,10,7,3,0,0,0
"42700","1601001004","16","01","001","004","16220","SAN JOSE","SAN JOSE DE MAYO","N/A","N/A",17,13,4,17,13,4,0,0,0,22,11,11,22,11,11,0,0,0
"42701","1005011033","10","05","011","033","10955","MALDONADO","PLAYA VERDE","N/A","N/A",34,7,27,34,7,27,0,0,0,15,9,6,14,8,6,0,0,0
"42702","0317059504","03","17","059","504","03621","CANELONES","ATLANTIDA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42703","1002206003","10","02","206","003","10321","MALDONADO","SAN CARLOS","N/A","N/A",12,12,0,12,12,0,0,0,0,29,13,16,26,12,14,0,0,0
"42704","0337774430","03","37","774","430","03993","CANELONES","LOMAS DE CARRASCO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
